scientificname,scientificnameid,records,phylum,class,order,family,genus,annotation_type,annotation_aphiaid,datasets
"Turtur tympanistria (Temminck, 1810)",,29,"Chordata Bateson, 1885",Aves,Columbiformes,Columbidae,"Turtur Boddaert, 1793",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Picus viridis Linnaeus, 1758",,29,"Chordata Bateson, 1885",Aves,Piciformes,Picidae,"Picus Linnaeus, 1758",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Malimbus erythrogaster fagani Ogilvie-Grant, 1907",,29,"Chordata Bateson, 1885",Aves,Passeriformes,Passeridae,Malimbus Vieillot,,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Phyllastrephus cabanisi sucosus Reichenow, 1903",,29,"Chordata Bateson, 1885",Aves,Passeriformes,Pycnonotidae,"Phyllastrephus Swainson, 1831",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Pulleniatina obliquiloculata primalis,,29,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Robertina chapmani,,29,,,,,,,,f3c02ebd-f672-4787-ae0b-92263041cf0d; 6897b33d-8865-4a9b-ae13-2d73cd33d1e5; e1ca35fd-bbc4-4da9-a27c-fea1502a4a30; cdcddae2-a8e0-4c86-9e8d-f85134876937
"Pseudoalcippe atriceps (Sharpe, 1902)",,29,"Chordata Bateson, 1885",Aves,Passeriformes,Timaliidae,"Pseudoalcippe Bannerman, 1923",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Mystides borealis borealis,,29,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Turborotalia acostaensis tegillata,,29,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Poicephalus meyeri neavei Grant,,29,"Chordata Bateson, 1885",Aves,Psittaciformes,Psittacidae,"Poicephalus Swainson, 1837",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Monostyliferoidea,,29,,,,,,,,41a50544-957c-4193-8bbf-25a25f749e85
"Papio cynocephalus kindae Lönnberg, 1919",,29,"Chordata Bateson, 1885","Mammalia Linnaeus, 1758",Primates Linnaeus,Cercopithecidae Gray,"Papio Erxleben, 1777",,,94733b9b-61d0-40c3-8577-440dd4cb2c41
Menardella exilis,,29,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
"Protoxerus stangeri (Waterhouse, 1842)",,29,"Chordata Bateson, 1885","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1819","Sciuridae Fischer de Waldheim, 1817","Protoxerus Forsyth, 1893",,,94733b9b-61d0-40c3-8577-440dd4cb2c41
"Lepidodactylus lugubris (Duméril & Bibron, 1836)",,29,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Gekkonidae,"Lepidodactylus Fitzinger, 1843",,,a86b3849-dc24-4058-a8a6-7b6fd55a0151
Xironogiton instabilis,,29,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Uvigerina vadresensis,,29,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
"Upupa epops epops Linnaeus, 1758",,29,"Chordata Bateson, 1885",Aves,Coraciiformes,Upupidae,"Upupa Linnaeus, 1758",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Calwellia sinclairii,,29,,,,,,,,f4775120-afcc-4350-9e03-649c978f6070
Clavus flavidus,,29,,,,,,,,73b8993b-0afd-49c0-8321-7cbbc112801d
Emblyna borealis,,29,,,,,,,,d98337e1-977f-4e4c-bd02-ae0aa69caa3a
Eucrate sinensis,,29,,,,,,,,81621597-dfd5-4657-b660-ba0f7924a8e3
Globorotalia scitula sinistralis,,29,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Globorotalia pseudotopilensis,,29,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
"Cercopithecus ascanius katangae Lönnberg, 1919",,29,"Chordata Bateson, 1885","Mammalia Linnaeus, 1758",Primates Linnaeus,Cercopithecidae Gray,"Cercopithecus Linnaeus, 1758",,,94733b9b-61d0-40c3-8577-440dd4cb2c41
"Carduelis carduelis carduelis (Linnaeus, 1758)",,29,"Chordata Bateson, 1885",Aves,Passeriformes,Fringillidae,"Carduelis Brisson, 1760",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Gerbillus pyramidum Geoffroy, 1825",,29,"Chordata Bateson, 1885","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1819",Muridae Illiger,"Gerbillus Desmarest, 1804",,,94733b9b-61d0-40c3-8577-440dd4cb2c41
Ethusa mascarone americana,,29,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b; f3019ee2-a2f8-4a5c-acd9-1a546b363a17
Frondicularia lamellatta,,29,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Globorotalia conglomerata,,29,,,,,,,,cdcddae2-a8e0-4c86-9e8d-f85134876937
Fragilaria capucina,,29,,,,,,,,46c52e34-73b7-45e6-a2ac-742e4c2058c5
Ethminolia splendens,,29,,,,,,,,23678adb-b175-4352-856d-d43322374cb1
"Caprimulgus europaeus europaeus Linnaeus, 1758",,29,"Chordata Bateson, 1885",Aves,Caprimulgiformes,"Caprimulgidae Vigors, 1825","Caprimulgus Linnaeus, 1758",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Impletosphaeridium sp.,,29,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665; b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Batiacasphaera/Cerebrocysta group,,29,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Karrerotextularia lateralis,,29,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
"Diatom chain [, 2012]",,29,,,,,,,,ab737464-f691-4b72-aae2-1bb70411468d
"Chrysococcyx klaas (Stephens, 1815)",,29,"Chordata Bateson, 1885",Aves,Cuculiformes,Cuculidae,"Chrysococcyx Boie, 1826",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Acarinina hispidicidaris,,29,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Biorbulina bilobata,,29,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
"Lamprotornis chloropterus chloropterus Swainson, 1838",,29,"Chordata Bateson, 1885",Aves,Passeriformes,Sturnidae,"Lamprotornis Temminck, 1820",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Bolivina acuminata,,29,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Asteromphalus robusta,,28,,,,,,,,d6fcd171-ee34-4fba-b03f-78290accb814
Globorotalia menardii tumida dextralis,,28,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Florentinia mantellii,,28,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2; cdcddae2-a8e0-4c86-9e8d-f85134876937
Globorotalia mediterranea,,28,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2; 38535a43-2982-4479-88c1-8303f7ee8665
"Helogale parvula (Sundevall, 1847)",,28,"Chordata Bateson, 1885","Mammalia Linnaeus, 1758",Carnivora Bowdich,Herpestidae Bonaparte,"Helogale Gray, 1861",,,94733b9b-61d0-40c3-8577-440dd4cb2c41
Globigerina sellii,,28,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2; cdcddae2-a8e0-4c86-9e8d-f85134876937
Apherusa sarsi,,28,,,,,,,,fd1d4384-f317-47ee-aa8c-c20347bae849
Cypretta baylyi,,28,Arthropoda,Ostracoda,Podocopida,Cyprididae,Cypretta,,,d104db68-63cf-4f34-b92a-54bd55a07394
Cerops holbolli,,28,,,,,,,,fd1d4384-f317-47ee-aa8c-c20347bae849
Drifa gaboensis,,28,Cnidaria,,Alcyonacea,Nephtheidae,Drifa,,,e00e2de4-7e7a-4fae-a1da-d3b49aefbf08
Globorotalia caucasica,,28,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Acarospora badiofusca,,28,Ascomycota,,,,Acarospora,,,d613e932-1d8e-4fc1-b596-95d3f980ebdb
"Bdeogale nigripes Pucheran, 1855",,28,"Chordata Bateson, 1885","Mammalia Linnaeus, 1758",Carnivora Bowdich,Herpestidae Bonaparte,"Bdeogale Peters, 1850",,,94733b9b-61d0-40c3-8577-440dd4cb2c41
Acarinina soldadoensis soldadoensis,,28,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Hirsutella cibaoensis,,28,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Ammomarginulina foliacea curvata,,28,,,,,,,,72f1ab78-1fc3-493d-943f-8e16c6112f26; cdcddae2-a8e0-4c86-9e8d-f85134876937
Hyanesina sp.,,28,,,,,,,,cdcddae2-a8e0-4c86-9e8d-f85134876937
"Anguis fragilis fragilis Linnaeus, 1758",,28,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Anguidae,"Anguis Linnaeus, 1758",,,a86b3849-dc24-4058-a8a6-7b6fd55a0151
Astraea tecta tecta,,28,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b; f7777a70-e23c-436a-a0cb-9200bf87e194
Drepane punctata punctata,,28,,,,,,,,705770e5-3474-4e69-be8b-3107a0c5610a
"debris - dead shells [NOO cruise 2000, 2000]",,28,,,,,,,,27f7853d-48c4-4365-8b0b-158d8fffb7c7; 4fd95328-42c6-44cb-9347-64282f4946d5; 930000f4-81ef-421b-8884-042abdf8fbc8
Aequipecten phrygius,,28,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Anabaena spiroides,,28,,,,,,,,46c52e34-73b7-45e6-a2ac-742e4c2058c5; 17c4fac0-95ef-4ada-bfb1-e1cb22126928; 62ddad25-2a19-485d-9bae-7eb3a40a71c5
Hippomedon propinquus,,28,,,,,,,,fd1d4384-f317-47ee-aa8c-c20347bae849
Crenalithus japonicus,,28,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
"Cyprideis romei Wouters, 2008",,28,Arthropoda,"Ostracoda Latreille, 1802","Podocopida Sars, 1866","Cytherideidae Sars, 1925","Cyprideis Jones, 1857",,,0912e81c-c5ac-4a53-b719-a9ae6535f895
Ceratium tripos var. subsala,,28,,,,,,,,8f5b49bc-b438-4f4c-972e-a0ae3e7b5665
Globorotalia acarinata,,28,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Harpinia propinquus,,28,,,,,,,,fd1d4384-f317-47ee-aa8c-c20347bae849
Astyanax essequibensis,,28,,,,,,,,c24bf1c2-2c62-4056-a841-56d94e6e876a; b8617377-eb1c-4db2-baa6-8788a632e810
Baryphyma groenlandium,,28,,,,,,,,d98337e1-977f-4e4c-bd02-ae0aa69caa3a
Foliactiniscus mirabilis,,28,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665; b58d5ca0-1af8-48b3-993d-6c89742bb0d2
CAMPANULINOIDEA,,28,,,,,,,,a9a3bdc6-209f-4c66-aafd-ce5271cb63b3
"Herpestes naso De Winton, 1901",,28,"Chordata Bateson, 1885","Mammalia Linnaeus, 1758",Carnivora Bowdich,Herpestidae Bonaparte,"Herpestes Illiger, 1811",,,94733b9b-61d0-40c3-8577-440dd4cb2c41
Chilostomella argentae,,28,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Heterocypris incongruens,,28,,,,,,,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa; cdcddae2-a8e0-4c86-9e8d-f85134876937; 89e23fc8-3f61-4480-9de3-358fe6eefe0b
Globigerina jacksonensis,,28,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Ambasia atlanticus,,28,,,,,,,,fd1d4384-f317-47ee-aa8c-c20347bae849
Brizalina semiperforata,,28,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
"Causus bilineatus Boulenger, 1905",,28,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Viperidae Oppel,"Causus Wagler, 1830",,,a86b3849-dc24-4058-a8a6-7b6fd55a0151
Globorotalia limbata sinistralis,,28,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Turborotalia mendacis,,28,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Thienemannimyia,,28,,,,,,,,43d19bf8-4d49-413b-bedb-4fa4547714fa
Textularia wiesneri,,28,Foraminifera,Globothalamea,Textulariida,Textulariidae,Textularia,,,364e5a12-8028-4329-be50-fc548c2d6ce4
"Myotis dasycneme dasycneme (Boie, 1825)",,28,"Chordata Bateson, 1885","Mammalia Linnaeus, 1758","Chiroptera Blumenbach, 1779",Vespertilionidae Gray,"Myotis Kaup, 1829",,,94733b9b-61d0-40c3-8577-440dd4cb2c41
Opisa eschrichtii,,28,,,,,,,,fd1d4384-f317-47ee-aa8c-c20347bae849
Tenuitellinata prestainforthi,,28,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Rectuvigerina kleinpelli,,28,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Melphidippida borealis,,28,,,,,,,,fd1d4384-f317-47ee-aa8c-c20347bae849
Melphidippida goesi,,28,,,,,,,,fd1d4384-f317-47ee-aa8c-c20347bae849
"Tatera indica indica (Hardwicke, 1807)",,28,"Chordata Bateson, 1885","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1819",Muridae Illiger,"Tatera Lataste, 1882",,,94733b9b-61d0-40c3-8577-440dd4cb2c41
"Tatera brantsii griquae (Wroughton, 1906)",,28,"Chordata Bateson, 1885","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1819",Muridae Illiger,"Tatera Lataste, 1882",,,94733b9b-61d0-40c3-8577-440dd4cb2c41
Leuconia,,28,,,,,,,,63187f4a-1af9-4611-8f05-e806676ab55b; 19abb100-fb94-4295-ab17-bb3e58674cf3; f7a8bd7b-1c7f-4c99-8e20-ecfabeb02e75; a9a3bdc6-209f-4c66-aafd-ce5271cb63b3; ebe7ffad-b134-40d3-b3df-21b675c4bcb1; 80486acf-df76-4f48-b610-91258e8c3652
"Regulus madeirensis Harcourt, 1851",,28,"Chordata Bateson, 1885",Aves,Passeriformes,Regulidae,"Regulus Cuvier, 1800",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Syrrhoides serrata,,28,,,,,,,,fd1d4384-f317-47ee-aa8c-c20347bae849
Symbiobacterium,,28,,,,,,,,2fd06604-7d20-4712-9f68-eae9ae336bb5
Rhizosolenia longirostrum,,28,,,,,,,,5591f393-fc15-461f-ab1f-da45e72339ee; f7d8aa43-cdfe-4be2-82a6-88ee33c5c60c
"Numida meleagris meleagris (Linnaeus, 1758)",,28,"Chordata Bateson, 1885",Aves,Galliformes,Numididae,"Numida Linnaeus, 1766",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Potamopyrgus oscitans,,28,Mollusca,Gastropoda,Hypsogastropoda,Hydrobiidae,Potamopyrgus,,,58bb5aa2-2939-48d5-9015-b18706e26425
"Panurus biarmicus biarmicus (Linnaeus, 1758)",,28,"Chordata Bateson, 1885",Aves,Passeriformes,Sylviidae,"Panurus Koch, 1816",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Mastogloia constricta,,28,,,,,,,,d6fcd171-ee34-4fba-b03f-78290accb814
Pseudotrochammina scotiaensis,,28,,,,,,,,f3c02ebd-f672-4787-ae0b-92263041cf0d
"Merops gularis australis (Reichenow, 1885)",,28,"Chordata Bateson, 1885",Aves,Coraciiformes,"Meropidae Vigors, 1825","Merops Linnaeus, 1758",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Parthenope hoplonotus,,28,,,,,,,,7812d226-7630-47e1-bc49-0941187a9a51; e971710e-054e-43f2-b23c-c149d6c76cb4
"Muscicapa caerulescens cinereola  Finsch & Hartlaub, 1870",,28,"Chordata Bateson, 1885",Aves,Passeriformes,Muscicapidae,"Muscicapa Brisson, 1760",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Parvamussium pourtalesianum pourtalesianum,,28,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
"Turtur chalcospilos (Wagler, 1827)",,28,"Chordata Bateson, 1885",Aves,Columbiformes,Columbidae,"Turtur Boddaert, 1793",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Pseudocuma (Pseudocuma) longicorne pontica,,28,,,,,,,,53092237-536e-4ad2-bb28-00fc467dbd26
Unicola,,28,,,,,,,,fd1d4384-f317-47ee-aa8c-c20347bae849
Unicola laticornis,,28,,,,,,,,fd1d4384-f317-47ee-aa8c-c20347bae849
Sphaerodoropsis arctonwskyensis,,28,,,,,,,,4b1671ae-b01e-4754-adf7-e525dc6144a6
Unicola planipes,,28,,,,,,,,fd1d4384-f317-47ee-aa8c-c20347bae849
Unidentified - 1900,urn:lsid:marinespecies.org:taxname:,28,,,,,,,,185fe84e-91f7-4f2c-b2ac-115116c7111e
Samlandia chlamydophora,,28,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2; 38535a43-2982-4479-88c1-8303f7ee8665
Metalinhomoeus parafiliformis,,28,,,,,,,,58a0fdd1-89d4-471a-9d35-c27ffa7fcf86; b1f8bc4c-5427-40c8-8728-aad4d463b944
Prearacanthonchus punctatus,,28,,,,,,,,58a0fdd1-89d4-471a-9d35-c27ffa7fcf86
Protomedeia asciata,,28,,,,,,,,fd1d4384-f317-47ee-aa8c-c20347bae849
Scriniodinium campanula,,28,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665; b58d5ca0-1af8-48b3-993d-6c89742bb0d2; cdcddae2-a8e0-4c86-9e8d-f85134876937
"Mabuya multifasciata (Kuhl, 1820)",,28,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Scincidae,"Mabuya Fitzinger, 1826",,,a86b3849-dc24-4058-a8a6-7b6fd55a0151
"Mabuya quiquetaeniata pulcherrima de Witte, 1953",,28,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Scincidae,"Mabuya Fitzinger, 1826",,,7c9aa715-ea1e-4dae-876b-1fde99448ce0
"Philothamnus hoplogaster (Günther, 1863)",,28,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Colubridae Oppel,"Philothamnus Smith, 1840",,,a86b3849-dc24-4058-a8a6-7b6fd55a0151
Ventricolaria rigida,,28,,,,,,,,f7777a70-e23c-436a-a0cb-9200bf87e194; 300cb5e2-4431-4ec8-af71-8c6078305e50; 89e23fc8-3f61-4480-9de3-358fe6eefe0b; e1df0eb1-0b1e-4f7a-bd85-e3df36bec1e8
Zeaglobigerina druryi,,27,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2; 38535a43-2982-4479-88c1-8303f7ee8665
Uvigerina elongata,,27,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2; 38535a43-2982-4479-88c1-8303f7ee8665; 488f7e7c-1c38-468c-b11a-843c55b4ab01
Benthic biofilm,,27,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Ammothea,,,96f4a5d3-3e3a-4ccb-8343-b1db99074b1f
Buccella arctica,,27,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Caprellinoididae,,27,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Capillicysta gloriana,,27,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Eoeponides pulchella,,27,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665; cdcddae2-a8e0-4c86-9e8d-f85134876937; b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Chlamys hastata hastata,,27,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
"Calandrella brachydactyla brachydactyla (Leisler, 1814)",,27,"Chordata Bateson, 1885",Aves,Passeriformes,Alaudidae,"Calandrella Kaup, 1829",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Abralia brevis,,27,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
larvae with no taxonomy,,27,,,,,,,,363961a9-9f45-46df-980b-0b076e66a296
Fungia ctenactis echinata,,27,,,,,,,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Alabamina marginata,,27,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Globigerina rubescens rubescens,,27,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Chilistomellina fibriata,,27,,,,,,,,b08e636b-f5be-4f7f-81db-bdafcdf68e57
Bolivina dilitata dilitatissima,,27,,,,,,,,488f7e7c-1c38-468c-b11a-843c55b4ab01
"Elminia longicauda teresita Antinori, 1864",,27,"Chordata Bateson, 1885",Aves,Passeriformes,Corvidae,"Elminia Bonaparte, 1854",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Kaiwaradinium scrutillinum,,27,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2; 38535a43-2982-4479-88c1-8303f7ee8665
"Bucephala clangula clangula (Linnaeus, 1758)",,27,"Chordata Bateson, 1885",Aves,Anseriformes,Anatidae,"Bucephala Baird, 1858",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Fabricia,,27,,,,,,,,63187f4a-1af9-4611-8f05-e806676ab55b; a9a3bdc6-209f-4c66-aafd-ce5271cb63b3; 8acba7e7-2e50-4490-8328-b78a30472508; 80486acf-df76-4f48-b610-91258e8c3652; 34370444-238d-4908-9ffb-73d98e2057b0
Leipokatium invisitatum,,27,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2; 9243edbf-0c0e-4b95-a181-973223b0c78c
Cricotopus tremulus,urn:lsid:itis.gov: itis_tsn:128651,27,Arthropoda,,,,Cricotopus,,,ce1d93f3-8b0f-4ee7-9a4d-0393a6ec7fea
Gorgonian 3,,27,,,,,,,,7812d226-7630-47e1-bc49-0941187a9a51
Fissurina dominicana,,27,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
"Alcyonarian 5 [Cleveland list, 2001]",,27,Cnidaria,Anthozoa,Alcyonacea,Order Alcyonacea,,,,93410e9a-ae53-4dde-9ea5-d9b2dae6db22
Globigerinoides sacculifer saculifer,,27,,,,,,,,488f7e7c-1c38-468c-b11a-843c55b4ab01
Globorotalia pomeroli,,27,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
"Cisticola natalensis strangei (Fraser, 1843)",,27,"Chordata Bateson, 1885",Aves,Passeriformes,Cisticolidae,"Cisticola Kaup, 1829",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Cristadinium diminutivum,,27,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
"Dryoscopus gambensis erwini Sassi, 1923",,27,"Chordata Bateson, 1885",Aves,Passeriformes,Corvidae,Dryoscopus Boie,,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Cuculus solitarius Stephens, 1815",,27,"Chordata Bateson, 1885",Aves,Cuculiformes,Cuculidae,"Cuculus Linnaeus, 1758",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Awaous megacephalus,,27,,,,,,,,c24bf1c2-2c62-4056-a841-56d94e6e876a; b8617377-eb1c-4db2-baa6-8788a632e810; 705770e5-3474-4e69-be8b-3107a0c5610a
Giraffospyris circumflexa,,27,Sarcodina,Actinopoda,Nassellaria,Spyridae,Giraffospyris,,,2859e656-7354-4b96-bbe4-08719aede5c4
"Hylomyscus alleni simus Allen & Coolidge, 1930",,27,"Chordata Bateson, 1885","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1819",Muridae Illiger,"Hylomyscus Thomas, 1926",,,94733b9b-61d0-40c3-8577-440dd4cb2c41
Ectocarpus fasciculatus,,27,,,,,,,,ebe7ffad-b134-40d3-b3df-21b675c4bcb1; 19abb100-fb94-4295-ab17-bb3e58674cf3
Quadrina condita,,27,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Pennaatulacea,,27,,,,,,,,2a3f2498-1f94-4756-addf-dccccfb26b94; 3cecbe9f-f57a-43b9-9480-05e97f6c8eab
"Prinia bairdii bairdii (Cassin, 1855)",,27,"Chordata Bateson, 1885",Aves,Passeriformes,Cisticolidae,"Prinia Horsfield, 1821",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Tabellaria fenestrata,,27,,,,,,,,46c52e34-73b7-45e6-a2ac-742e4c2058c5
Trilasmis kaempferi inaequilaterale,,27,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Littorina nigrolineata,,27,,,,,,,,19abb100-fb94-4295-ab17-bb3e58674cf3; ebe7ffad-b134-40d3-b3df-21b675c4bcb1; f7a8bd7b-1c7f-4c99-8e20-ecfabeb02e75; 80486acf-df76-4f48-b610-91258e8c3652
Planula Medusae,,27,,,,,,,,365fde5d-61cc-4e0b-b6bd-8ab80c0b034f
Ochrolechia frigida,,27,Ascomycota,,,,Ochrolechia,,,d613e932-1d8e-4fc1-b596-95d3f980ebdb
Trifarina fuegina,,27,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Praeorbulina glomerosa glomerosa,,27,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665; b58d5ca0-1af8-48b3-993d-6c89742bb0d2; cdcddae2-a8e0-4c86-9e8d-f85134876937
Spio SP A,,27,,,,,,,,a9a3bdc6-209f-4c66-aafd-ce5271cb63b3
Odostomia scalaris,,27,,,,,,,,a9a3bdc6-209f-4c66-aafd-ce5271cb63b3; 8acba7e7-2e50-4490-8328-b78a30472508
Osangularia brotzeni,,27,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Subbotina cryptomphala,,27,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
nauplii with no taxonomy,,27,,,,,,,,363961a9-9f45-46df-980b-0b076e66a296
Millioudodinium guiseppei,,27,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
"Tatera valida (Bocage, 1890)",,27,"Chordata Bateson, 1885","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1819",Muridae Illiger,"Tatera Lataste, 1882",,,94733b9b-61d0-40c3-8577-440dd4cb2c41
Leptasterias polaris acervata acervata,,27,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Theocalyptra cornuta,,27,Sarcodina,Actinopoda,Nassellaria,Theoperidae,Theocalyptra,,,2859e656-7354-4b96-bbe4-08719aede5c4
Turborotalia dutertrei,,27,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Prinia subflava immutabilis van Someren,,27,"Chordata Bateson, 1885",Aves,Passeriformes,Cisticolidae,"Prinia Horsfield, 1821",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Trifarina elongatastriata,,27,,,,,,,,cdcddae2-a8e0-4c86-9e8d-f85134876937; 488f7e7c-1c38-468c-b11a-843c55b4ab01
Orbulina universa bilobata,,27,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665; b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Sepispinula spp.,,27,,,,,,,,cdcddae2-a8e0-4c86-9e8d-f85134876937; 38535a43-2982-4479-88c1-8303f7ee8665
"Motacilla flava feldegg Michahelles, 1830",,26,"Chordata Bateson, 1885",Aves,Passeriformes,Motacillidae,"Motacilla Linnaeus, 1758",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Terpsiphone viridis kivuensis Salomonsen, 1949",,26,"Chordata Bateson, 1885",Aves,Passeriformes,Corvidae,"Terpsiphone Gloger, 1827",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Unknown sp1,,26,,,,Carangidae,,,,12f19598-cd7a-4b6e-a26a-633a338606e2
"Poeoptera lugubris Bonaparte, 1854",,26,"Chordata Bateson, 1885",Aves,Passeriformes,Sturnidae,"Poeoptera Bonaparte, 1854",,,e9acab50-8203-4c1e-b2e7-cbb850670808
